InvoiceNo	StockCode	Quantity	UnitPrice	CustomerID
536500	22616	12	0.29	17377
536500	22712	12	0.42	17377
536500	22983	12	0.42	17377
536500	22024	12	0.42	17377
536500	22113	3	3.75	17377
536500	84029E	2	3.75	17377
536500	21488	2	3.95	17377
536500	22900	7	2.95	17377
536500	22895	3	2.95	17377
536500	21035	3	2.95	17377
536500	21755	6	5.95	17377
536500	21754	6	5.95	17377
536502	84879	16	1.69	16552
536502	22784	3	4.95	16552
536502	21441	12	0.85	16552
536502	85123A	6	2.95	16552
536502	22423	2	12.75	16552
536508	84947	72	1.06	17181
536508	21326	144	0.55	17181
C536506	22960	-6	4.25	17897
536514	22865	36	2.1	17951
536514	22485	4	12.75	17951
536514	22807	6	2.95	17951
536514	22633	36	2.1	17951
536514	22866	36	2.1	17951
536520	21794	1	6.75	14729
536520	20707	1	1.25	14729
536520	21175	1	2.1	14729
536520	22926	1	5.95	14729
